num	weight	title
158	0.002	>A8F498.1 RecName: Full=3-methyl-2-oxobutanoate hydroxymethyltransferase; AltName: Full=Ketopantoate hydroxymethyltransferase; Short=KPHMT [Pseudothermotoga lettingae TMO]
159	0.011	>Q08378.2 RecName: Full=Golgin subfamily A member 3; AltName: Full=Golgi complex-associated protein of 170 kDa; Short=GCP170; AltName: Full=Golgin-160 [Homo sapiens]
160	0.011	>A5E8H4.1 RecName: Full=Leucine--tRNA ligase; AltName: Full=Leucyl-tRNA synthetase; Short=LeuRS [Bradyrhizobium sp. BTAi1]
161	0.005	>P10567.2 RecName: Full=Paramyosin; AltName: Full=Uncoordinated protein 15 [Caenorhabditis elegans]
162	0.010	>Q8TF21.2 RecName: Full=Ankyrin repeat domain-containing protein 24 [Homo sapiens]
163	0.009	>Q65TL9.1 RecName: Full=Chromosome partition protein MukB; AltName: Full=Structural maintenance of chromosome-related protein [[Mannheimia] succiniciproducens MBEL55E]
164	0.015	>A2AQP0.1 RecName: Full=Myosin-7B; AltName: Full=Myosin cardiac muscle beta chain; AltName: Full=Myosin heavy chain 7B, cardiac muscle beta isoform [Mus musculus]
165	0.078	>Q4U4S6.1 RecName: Full=Xin actin-binding repeat-containing protein 2; AltName: Full=Beta-xin; AltName: Full=Cardiomyopathy-associated protein 3; AltName: Full=Myogenic MEF2-activated Xin-related protein; AltName: Full=Myomaxin; AltName: Full=mXinbeta [Mu
166	0.005	>F4ICX9.1 RecName: Full=TSK-associating protein 1; Flags: Precursor [Arabidopsis thaliana]
167	0.009	>A9MHV9.1 RecName: Full=Chromosome partition protein MukB; AltName: Full=Structural maintenance of chromosome-related protein [Salmonella enterica subsp. arizonae serovar 62:z4,z23:-]
168	0.007	>O65649.2 RecName: Full=Filament-like plant protein 5; Short=AtFPP5 [Arabidopsis thaliana]
169	0.020	>A4GSN8.1 RecName: Full=Nuclear-pore anchor; AltName: Full=Protein TRANSLOCATED PROMOTER REGION; Short=AtTPR [Arabidopsis thaliana]
170	0.004	>Q6FWF3.1 RecName: Full=E3 ubiquitin-protein ligase BRE1; AltName: Full=RING-type E3 ubiquitin transferase BRE1 [[Candida] glabrata CBS 138]
171	0.008	>P42566.2 RecName: Full=Epidermal growth factor receptor substrate 15; Short=Protein Eps15; AltName: Full=Protein AF-1p [Homo sapiens]
172	0.004	>P19013.5 RecName: Full=Keratin, type II cytoskeletal 4; AltName: Full=Cytokeratin-4; Short=CK-4; AltName: Full=Keratin-4; Short=K4; AltName: Full=Type-II keratin Kb4 [Homo sapiens]
173	0.015	>Q62812.3 RecName: Full=Myosin-9; AltName: Full=Cellular myosin heavy chain, type A; AltName: Full=Myosin heavy chain 9; AltName: Full=Myosin heavy chain, non-muscle IIa; AltName: Full=Non-muscle myosin heavy chain A; Short=NMMHC-A; AltName: Full=Non-musc
174	0.002	>P42589.1 RecName: Full=tRNA-binding protein YgjH [Escherichia coli K-12]
